accession,uid,voucher,subname,subtype,source_identifier,institution_code,specimen_id,specimen_idA,specimen_idB,definition
KR139043,875842090,JM10-13,JM10-13,specimen_voucher,JM10-13,,JM10-13,,,"Erebia rossii voucher JM10-13 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
KR138929,875841469,JM10-13,JM10-13,specimen_voucher,JM10-13,,JM10-13,,,"Erebia rossii voucher JM10-13 ribosomal protein S5 (RpS5) gene, partial cds"
KR138800,875839968,JM10-13,JM10-13,specimen_voucher,JM10-13,,JM10-13,,,"Erebia rossii voucher JM10-13 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
KR231882,829625082,JM10-13,JM10-13,specimen_voucher,JM10-13,,JM10-13,,,"Erebia rossii voucher JM10-13 wingless (wgl) gene, partial cds"
DQ338641,85376723,EW24-1,EW24-1|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Erebiina; Erebia,specimen_voucher|old_lineage,EW24-1,,EW24-1,,,"Erebia sthennyo voucher EW24-1 wingless (wgl) gene, partial cds"
DQ338781,85013902,EW24-1,EW24-1|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Erebiina; Erebia,specimen_voucher|old_lineage,EW24-1,,EW24-1,,,"Erebia sthennyo voucher EW24-1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
DQ338924,85013604,EW24-1,EW24-1|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Erebiina; Erebia,specimen_voucher|old_lineage,EW24-1,,EW24-1,,,"Erebia sthennyo voucher EW24-1 elongation factor-1 alpha (EF1-alpha) gene, partial cds"
KR139005,875841886,EW24-1,EW24-1,specimen_voucher,EW24-1,,EW24-1,,,"Erebia sthennyo voucher EW24-1 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
KR138885,875841260,EW24-1,EW24-1,specimen_voucher,EW24-1,,EW24-1,,,"Erebia sthennyo voucher EW24-1 ribosomal protein S5 (RpS5) gene, partial cds"
KR138748,875837527,EW24-1,EW24-1,specimen_voucher,EW24-1,,EW24-1,,,"Erebia sthennyo voucher EW24-1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
MN752712,1852458955,IS-133,IS_133,specimen_voucher,IS_133,,IS_133,,,"Erebia stirius voucher IS_133 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
KR139154,875843140,IS-65,IS-65,specimen_voucher,IS-65,,IS-65,,,"Erebia styx voucher IS-65 wingless (wgl) gene, partial cds"
KR139040,875842075,IS-65,IS-65,specimen_voucher,IS-65,,IS-65,,,"Erebia styx voucher IS-65 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
KR138925,875841449,IS-65,IS-65,specimen_voucher,IS-65,,IS-65,,,"Erebia styx voucher IS-65 ribosomal protein S5 (RpS5) gene, partial cds"
KR138797,875839950,IS-65,IS-65,specimen_voucher,IS-65,,IS-65,,,"Erebia styx voucher IS-65 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
MN752831,1852459193,EW9-2,EW9_2,specimen_voucher,EW9_2,,EW9_2,,,"Erebia triaria voucher EW9_2 wingless (Wgl) gene, partial cds"
MN752778,1852459087,EW9-2,EW9_2,specimen_voucher,EW9_2,,EW9_2,,,"Erebia triaria voucher EW9_2 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
MN752750,1852459031,EW9-2,EW9_2,specimen_voucher,EW9_2,,EW9_2,,,"Erebia triaria voucher EW9_2 ribosomal protein S5 gene, partial cds"
MN752713,1852458957,EW9-2,EW9_2,specimen_voucher,EW9_2,,EW9_2,,,"Erebia triaria voucher EW9_2 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
MN752832,1852459195,HW2-12,HW2_12,specimen_voucher,HW2_12,,HW2_12,,,"Erebia tyndarus voucher HW2_12 wingless (Wgl) gene, partial cds"
MN752779,1852459089,HW2-12,HW2_12,specimen_voucher,HW2_12,,HW2_12,,,"Erebia tyndarus voucher HW2_12 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
MN752752,1852459035,HW2-12,HW2_12,specimen_voucher,HW2_12,,HW2_12,,,"Erebia tyndarus voucher HW2_12 ribosomal protein S5 gene, partial cds"
MN752714,1852458959,HW2-12,HW2_12,specimen_voucher,HW2_12,,HW2_12,,,"Erebia tyndarus voucher HW2_12 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
KC462784,510949790,MT07001,"MT07001|adult|Morocco: E Tafraoute, Anti-Atlas occidental, Env. Ait-Abdallah (1600-1800 m)|16-Sep-2007|Michel R. Tarrier|Martin Wiemers",specimen_voucher|dev_stage|country|collection_date|collected_by|identified_by,MT07001,,MT07001,,,"Euchloe charlonia voucher MT07001 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
EU700964,189314065,BAFec004,BAFec004|Ec4|abdomen|Spain: Caceres,specimen_voucher|haplotype|tissue_type|country,BAFec004,,BAFec004,,,"Euchloe crameri voucher BAFec004 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
EU700946,189314029,BAFebe003,BAFebe003|Ebe3|abdomen|Spain: Tenerife,sspecimen_voucher|haplotype|tissue_type|country,BAFebe003,,BAFebe003,,,"Euchloe belemia eversi voucher BAFebe003 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
EU700949,189314035,BAFebg003,BAFebg003|Euchloe belemia grancanariensis|Ebg3|abdomen|Spain: Gran Canaria,specimen_voucher|old_name|haplotype|tissue_type|country,BAFebg003,,BAFebg003,,,"Euchloe belemia ssp. NMS-2008 voucher BAFebg003 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
EU700951,189314039,BAFebh002,BAFebh002|Ebh2|abdomen|Spain: Fuerteventura,specimen_voucher|haplotype|tissue_type|country,BAFebh002,,BAFebh002,,,"Euchloe belemia hesperidum voucher BAFebh002 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
MN141833,1712405463,WMB2453-13,"RVcoll.11-E535|Italy: Sardinia, Nuoro, Sardinia, S Orune, Sardinia Island|40.374 N 9.383 E|19-May-2011|Vlad Dinca",specimen_voucher|country|lat_lon|collection_date|identified_by,RVcoll.11-E535,,RVcoll.11-E535,,,"Euchloe insularis voucher RVcoll.11-E535 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
AM418415,160960073,kmbs-WB031,kmbs-WB031|leg muscle|Macedonia|05-May-1978|Werner Back|Werner Back,specimen_voucher|tissue_type|country|collection_date|collected_by|identified_by,kmbs-WB031,,kmbs-WB031,,,"Euchloe penia thessalica mitochondrial partial coi gene for cytochrome oxidase subunit 1, specimen voucher kmbs-WB031"
KX071573,1044885647,BC_Back_0059,"BC Back 0059|France: Alpes, Isola|44.13 N 7.04 E|28-Jun-2007|Bonora|Werner Back",specimen_voucher|country|lat_lon|collection_date|collected_by|identified_by,BC Back 0059,,BC Back 0059,,,"Euchloe simplonia voucher BC Back 0059 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
EU700960,189314057,BAFet002,BAFet002|Et2|abdomen|Spain: Madrid,specimen_voucher|haplotype|tissue_type|country,BAFet002,,BAFet002,,,"Euchloe tagis voucher BAFet002 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
GQ129052,266634995,AD03B062,"MCZ:AD03B062|Eumedonia eumedon|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B062,MCZ,AD03B062,,,"Aricia eumedon voucher MCZ:AD03B062 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
GQ128642,266634807,AD03B062,"MCZ:AD03B062|Eumedonia eumedon|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B062,MCZ,AD03B062,,,"Aricia eumedon voucher MCZ:AD03B062 elongation factor 1 alpha (Ef-1a) gene, partial cds"
GQ128744,264687410,AD03B062,"MCZ:AD03B062|Eumedonia eumedon|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B062,MCZ,AD03B062,,,"Aricia eumedon voucher MCZ:AD03B062 histone H3 (H3) gene, partial cds"
GQ128953,264687126,AD03B062,"MCZ:AD03B062|Eumedonia eumedon|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B062,MCZ,AD03B062,,,"Aricia eumedon voucher MCZ:AD03B062 cytochrome c oxidase I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome c oxidase II (COII) gene, complete cds; mitochondrial"
GQ128570,264686969,AD03B062,"MCZ:AD03B062|Eumedonia eumedon|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B062,MCZ,AD03B062,,,"Aricia eumedon voucher MCZ:AD03B062 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
GQ128460,264686845,AD03B062,"MCZ:AD03B062|Eumedonia eumedon|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B062,MCZ,AD03B062,,,"Aricia eumedon voucher MCZ:AD03B062 28S ribosomal RNA gene, partial sequence"
GQ128851,264683748,AD03B062,"MCZ:AD03B062|Eumedonia eumedon|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B062,MCZ,AD03B062,,,"Aricia eumedon voucher MCZ:AD03B062 wingless (wg) gene, partial cds"
AF187746,54639843,NW6-4,NW6-4,specimen_voucher,NW6-4,,NW6-4,,,"Euphydryas aurinia voucher NW6-4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
AF186934,8389047,NW6-4,NW6-4,specimen_voucher,NW6-4,,NW6-4,,,"Euphydryas aurinia voucher NW6-4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
AF153961,6002872,NW6-4,NW6-4|France,specimen_voucher|country,NW6-4,,NW6-4,,,"Euphydryas aurinia voucher NW6-4 NADH dehydrogenase 1 (ND1) gene, partial cds; mitochondrial"
AF153920,6002810,NW6-4,NW6-4|France,specimen_voucher|country,NW6-4,,NW6-4,,,"Euphydryas aurinia voucher NW6-4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
AY788743,58615109,NW6-4,NW6-4,specimen_voucher,NW6-4,,NW6-4,,,"Euphydryas aurinia voucher NW6-4 elongation factor 1 alpha (EF-1alpha) gene, partial cds"
AY788504,58614631,NW6-4,NW6-4,specimen_voucher,NW6-4,,NW6-4,,,"Euphydryas aurinia voucher NW6-4 wingless (Wgl) gene, partial cds"
AF153941,6002852,NW6-4,NW6-4|France,specimen_voucher|country,NW6-4,,NW6-4,,,"Euphydryas aurinia voucher NW6-4 16S ribosomal RNA gene, partial sequence; mitochondrial"
AY090193,29408924,NW70-4,NW70-4,specimen_voucher,NW70-4,,NW70-4,,,"Euphydryas desfontainii voucher NW70-4 elongation factor-1 alpha (EF-1alpha) gene, partial cds"
AY090226,29408990,NW70-4,NW70-4,specimen_voucher,NW70-4,,NW70-4,,,"Euphydryas desfontainii voucher NW70-4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
AY090159,29408856,NW70-4,NW70-4,specimen_voucher,NW70-4,,NW70-4,,,"Euphydryas desfontainii voucher NW70-4 wingless (wg) gene, partial cds"
MN752849,1852459229,NW28-1,NW28_1,specimen_voucher,NW28_1,,NW28_1,,,"Euphydryas iduna voucher NW28_1 wingless (Wgl) gene, partial cds"
MN752848,1852459227,NW1-8,NW1_8,specimen_voucher,NW1_8,,NW1_8,,,"Euphydryas maturna voucher NW1_8 wingless (Wgl) gene, partial cds"
MN752740,1852459011,NW1-8,NW1_8,specimen_voucher,NW1_8,,NW1_8,,,"Euphydryas maturna voucher NW1_8 elongation factor 1 alpha (EF1alpha) gene, partial cds"
MN752815,1852459161,NW95-4,NW95_4,specimen_voucher,NW95_4,,NW95_4,,,"Fabriciana adippe voucher NW95_4 ribosomal protein S2 (RpS2) gene, partial cds"
KY773505,1231161434,NW95-4,NW95-4|Argynnis adippe,specimen_voucher|old_name,NW95-4,,NW95-4,,,"Fabriciana adippe voucher NW95-4 ribosomal protein S5 (RPS5) gene, partial cds"
KY773451,1231161326,NW95-4,NW95-4|Argynnis adippe,specimen_voucher|old_name,NW95-4,,NW95-4,,,"Fabriciana adippe voucher NW95-4 wingless (Wg) gene, partial cds"
KY773401,1231161226,NW95-4,NW95-4|Argynnis adippe,specimen_voucher|old_name,NW95-4,,NW95-4,,,"Fabriciana adippe voucher NW95-4 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
KY773347,1231161118,NW95-4,NW95-4|Argynnis adippe,specimen_voucher|old_name,NW95-4,,NW95-4,,,"Fabriciana adippe voucher NW95-4 elongation factor 1-alpha (ef1-alpha) gene, partial cds"
KY773303,1231161030,NW95-4,NW95-4|Argynnis adippe,specimen_voucher|old_name,NW95-4,,NW95-4,,,"Fabriciana adippe voucher NW95-4 cytochrome oxidase subunit 1 (CO1) gene, partial cds; mitochondrial"
DQ922884,115493944,NW95-4,NW95-4|Argynnis adippe,specimen_voucher|old_name,NW95-4,,NW95-4,,,"Argynnis adippe voucher NW95-4 elongation factor-1 alpha (EF-1alpha) gene, partial cds"
DQ922852,115493880,NW95-4,NW95-4|Argynnis adippe,specimen_voucher|old_name,NW95-4,,NW95-4,,,"Argynnis adippe voucher NW95-4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
DQ922820,115493816,NW95-4,NW95-4|Argynnis adippe,specimen_voucher|old_name,NW95-4,,NW95-4,,,"Argynnis adippe voucher NW95-4 wingless (wgl) gene, partial cds"
KY773498,1231161420,NW142-17,NW142-17|Argynnis elisa,specimen_voucher|old_name,NW142-17,,NW142-17,,,"Fabriciana elisa voucher NW142-17 ribosomal protein S5 (RPS5) gene, partial cds"
KY773445,1231161314,NW142-17,NW142-17|Argynnis elisa,specimen_voucher|old_name,NW142-17,,NW142-17,,,"Fabriciana elisa voucher NW142-17 wingless (Wg) gene, partial cds"
KY773393,1231161210,NW142-17,NW142-17|Argynnis elisa,specimen_voucher|old_name,NW142-17,,NW142-17,,,"Fabriciana elisa voucher NW142-17 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
KY773341,1231161106,NW142-17,NW142-17|Argynnis elisa,specimen_voucher|old_name,NW142-17,,NW142-17,,,"Fabriciana elisa voucher NW142-17 elongation factor 1-alpha (ef1-alpha) gene, partial cds"
KY773297,1231161018,NW142-17,NW142-17|Argynnis elisa,specimen_voucher|old_name,NW142-17,,NW142-17,,,"Fabriciana elisa voucher NW142-17 cytochrome oxidase subunit 1 (CO1) gene, partial cds; mitochondrial"
MN752774,1852459079,NW17892,NW17892,specimen_voucher,NW17892,,NW17892,,,"Fabriciana niobe voucher NW17892 isocitrate dehydrogenase (IDH) gene, partial cds"
KY773483,1231161390,NW17892,NW17892|Argynnis niobe,specimen_voucher|old_name,NW17892,,NW17892,,,"Fabriciana niobe voucher NW17892 wingless (Wg) gene, partial cds"
KY773439,1231161302,NW17892,NW17892|Argynnis niobe,specimen_voucher|old_name,NW17892,,NW17892,,,"Fabriciana niobe voucher NW17892 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
KY773379,1231161182,NW17892,NW17892|Argynnis niobe,specimen_voucher|old_name,NW17892,,NW17892,,,"Fabriciana niobe voucher NW17892 elongation factor 1-alpha (ef1-alpha) gene, partial cds"
KY773335,1231161094,NW17892,NW17892|Argynnis niobe,specimen_voucher|old_name,NW17892,,NW17892,,,"Fabriciana niobe voucher NW17892 cytochrome oxidase subunit 1 (CO1) gene, partial cds; mitochondrial"
JX093489,401669217,VL02X159,VL02X159|Glabroculus cyane,specimen_voucher|old_name,VL02X159,,VL02X159,,,"Polyommatus cyane voucher VL02X159 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (tRNA-Leu) gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial"
JX093434,401669070,VL02X159,VL02X159|Glabroculus cyane,specimen_voucher|old_name,VL02X159,,VL02X159,,,"Polyommatus cyane voucher VL02X159 wingless (wg) gene, partial cds"
JX093387,401668999,VL02X159,VL02X159|Glabroculus cyane,specimen_voucher|old_name,VL02X159,,VL02X159,,,"Polyommatus cyane voucher VL02X159 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
JX093356,401668959,VL02X159,VL02X159|Glabroculus cyane,specimen_voucher|old_name,VL02X159,,VL02X159,,,"Polyommatus cyane voucher VL02X159 histone H3 (H3) gene, partial cds"
JX093283,401668813,VL02X159,VL02X159|Glabroculus cyane,specimen_voucher|old_name,VL02X159,,VL02X159,,,"Polyommatus cyane voucher VL02X159 elongation factor 1 alpha (Ef-1a) gene, partial cds"
JX093275,401668797,VL02X159,VL02X159|Glabroculus cyane,specimen_voucher|old_name,VL02X159,,VL02X159,,,"Polyommatus cyane voucher VL02X159 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
JX093221,401668704,VL02X159,VL02X159|Glabroculus cyane,specimen_voucher|old_name,VL02X159,,VL02X159,,,"Polyommatus cyane voucher VL02X159 28S ribosomal RNA gene, partial sequence"
AY675366,56123370,JD03A505,JD03A505; J. Costa (MCZ DNA and Tissue Collection; Harvard)|Germany: Bavaria,specimen_voucher|country,JD03A505; J. Costa (MCZ DNA and Tissue Collection; Harvard),,,JD03A505, J. Costa (MCZ DNA and Tissue Collection; Harvard),"Glaucopsyche alexis voucher JD03A505 elongation factor-1 alpha (EF1a) gene, partial cds"
AY675413,55982708,JD03A505,JD03A505; J. Costa (MCZ DNA and Tissue Collection; Harvard)|Germany: Bavaria,specimen_voucher|country,JD03A505; J. Costa (MCZ DNA and Tissue Collection; Harvard),,,JD03A505, J. Costa (MCZ DNA and Tissue Collection; Harvard),"Glaucopsyche alexis voucher JD03A505 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (trnL) gene, complete sequence; and cytochrome oxidase subunit I (COII) gene, partial cds; mitochondrial"
HQ917940,336112503,JD03A505,"JD03A505|Spain: Catalonia, Soleia de Montmany",specimen_voucher|country,JD03A505,,JD03A505,,,"Iolana iolas voucher JD03A505 28S ribosomal RNA gene, partial sequence"
HQ917972,336112448,JD03A505,"JD03A505|Spain: Catalonia, Soleia de Montmany",specimen_voucher|country,JD03A505,,JD03A505,,,"Iolana iolas voucher JD03A505 histone H3 (H3) gene, partial cds"
HQ918002,336112206,JD03A505,"JD03A505|Spain: Catalonia, Soleia de Montmany",specimen_voucher|country,JD03A505,,JD03A505,,,"Iolana iolas voucher JD03A505 wingless (wg) gene, partial cds"
HQ918028,336112348,JD03A505,"JD03A505|Spain: Catalonia, Soleia de Montmany",specimen_voucher|country,JD03A505,,JD03A505,,,"Iolana iolas voucher JD03A505 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
JF262055,328488280,RV08J370,"RV08J370|Spain: Barcelona, Vallgrassa",specimen_voucher|country,RV08J370,,RV08J370,,,"Glaucopsyche melanops voucher RV08J370 cytochrome oxidase subunit I gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II gene, partial cds; mitochondrial"
HQ917937,336112500,RV08J370,"RV08J370|Spain: Barcelona, Vallgrassa",specimen_voucher|country,RV08J370,,RV08J370,,,"Glaucopsyche melanops voucher RV08J370 28S ribosomal RNA gene, partial sequence"
HQ917969,336112442,RV08J370,"RV08J370|Spain: Barcelona, Vallgrassa",specimen_voucher|country,RV08J370,,RV08J370,,,"Glaucopsyche melanops voucher RV08J370 histone H3 (H3) gene, partial cds"
HQ918000,336112202,RV08J370,"RV08J370|Spain: Barcelona, Vallgrassa",specimen_voucher|country,RV08J370,,RV08J370,,,"Glaucopsyche melanops voucher RV08J370 wingless (wg) gene, partial cds"
JF271992,336112176,RV08J370,"RV08J370|Spain: Barcelona, Vallgrassa",specimen_voucher|country,RV08J370,,RV08J370,,,"Glaucopsyche melanops voucher RV08J370 elongation factor-1 alpha (EF1a) gene, partial cds"
MN829481,1852459282,EJ15001,"EJ15001|adult|Cyprus: Limassol, Palodeia|30-Apr-2015|Eddie John",specimen_voucher|dev_stage|country|collection_date|collected_by,EJ15001,,EJ15001,,,"Glaucopsyche paphos voucher EJ15001 cytochrome c oxidase subunit I (COI) gene, partial cds; tRNA-Leu (trnL) gene, complete sequence; and cytochrome c oxidase subunit II (COII) gene, complete cds; mitochondrial"
MN829463,1852459245,EJ15001,"EJ15001|adult|Cyprus: Limassol, Palodeia|30-Apr-2015|Eddie John",specimen_voucher|dev_stage|country|collection_date|collected_by,EJ15001,,EJ15001,,,"Glaucopsyche paphos voucher EJ15001 elongation factor 1 alpha (EF1A) gene, partial cds"
AF074004,3328316,AF074004,,,,,,,,"Gonepteryx cleobule cytochrome c oxidase subunit I (COI) gene, mitochondrial gene encoding mitochondrial protein, partial cds"
FJ663593,227436119,2005-LOWA-319,2005-LOWA-319|Kyrgyzstan|41.70 N 72.917 E|25-Apr-1996|Vladimir Lukhtanov|Vladimir A. Lukhtanov,specimen_voucher|country|lat_lon|collection_date|collected_by|identified_by,2005-LOWA-319,,2005-LOWA-319,,,"Gonepteryx farinosa chitralensis voucher 2005-LOWA-319 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
MN829482,1852459285,MW17012,"MW17012|larva|Portugal: Madeira, Ribeiro Frio, Madeira (900 m)|15-Aug-2017|Martin Wiemers",specimen_voucher|dev_stage|country|collection_date|collected_by,MW17012,,MW17012,,,"Gonepteryx maderensis voucher MW17012 cytochrome c oxidase subunit I (COI) gene, partial cds; tRNA-Leu (trnL) gene, complete sequence; and cytochrome c oxidase subunit II (COII) gene, partial cds; mitochondrial"
MN829464,1852459247,MW17012,"MW17012|larva|Portugal: Madeira, Ribeiro Frio, Madeira (900 m)|15-Aug-2017|Martin Wiemers",specimen_voucher|dev_stage|country|collection_date|collected_by,MW17012,,MW17012,,,"Gonepteryx maderensis voucher MW17012 elongation factor 1 alpha (EF1A) gene, partial cds"
MN752844,1852459219,NW17718,NW17718,specimen_voucher,NW17718,,NW17718,,,"Gonepteryx rhamni voucher NW17718 wingless (Wgl) gene, partial cds"
MN752804,1852459139,NW17718,NW17718,specimen_voucher,NW17718,,NW17718,,,"Gonepteryx rhamni voucher NW17718 carbamoylphosphate synthase domain protein (CAD) gene, partial cds"
MN752794,1852459119,NW17718,NW17718,specimen_voucher,NW17718,,NW17718,,,"Gonepteryx rhamni voucher NW17718 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
MN752770,1852459071,NW17718,NW17718,specimen_voucher,NW17718,,NW17718,,,"Gonepteryx rhamni voucher NW17718 isocitrate dehydrogenase (IDH) gene, partial cds"
MN752759,1852459049,NW17718,NW17718,specimen_voucher,NW17718,,NW17718,,,"Gonepteryx rhamni voucher NW17718 ribosomal protein S5 gene, partial cds"
MN752735,1852459001,NW17718,NW17718,specimen_voucher,NW17718,,NW17718,,,"Gonepteryx rhamni voucher NW17718 elongation factor 1 alpha (EF1alpha) gene, partial cds"
MN752715,1852458961,NW17718,NW17718,specimen_voucher,NW17718,,NW17718,,,"Gonepteryx rhamni voucher NW17718 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
